   ID      X        Y         U       e(U)     B      e(B)     V      e(V)     I      e(I)
 1066   1388.05   962.21    18.744   0.028  18.265   0.018  17.370   0.021  16.281   0.021
 1067   1039.36  1169.78    19.011   0.042  18.272   0.023  17.092   0.021  15.726   0.024
 1068   1254.29  1741.05    18.673   0.062  18.265   0.029  17.633   0.041  16.630   0.029
 1069   1472.96    97.05    18.589   0.023  18.270   0.019  17.330   0.029  16.048   0.024
 1070   1040.70   451.40    18.719   0.033  18.270   0.021  17.312   0.021  16.156   0.025
 1071   1105.96  1481.97    18.551   0.032  18.265   0.024  17.655   0.027  16.864   0.033
 1072    426.14  1963.14    18.679   0.021  18.267   0.021  17.536   0.020  16.589   0.024
 1073    539.19   636.84    18.686   0.029  18.266   0.027  17.666   0.020  16.865   0.030
 1074   1700.85  1068.02    18.618   0.038  18.271   0.031  17.525   0.035  16.582   0.043
 1075    462.88  1110.20    18.848   0.027  18.275   0.021  17.314   0.024  16.169   0.027
 1076    935.47  1241.13    18.617   0.025  18.273   0.018  17.633   0.024  16.812   0.039
 1077    595.08   703.47    18.623   0.029  18.274   0.022  17.586   0.030  16.697   0.030
 1078   1916.00  1052.17    18.626   0.072  18.280   0.030  17.467   0.023  16.368   0.027
 1079    133.59  1205.89    18.601   0.027  18.283   0.024  17.486   0.030  16.428   0.031
 1080   1563.62   148.09    18.622   0.023  18.284   0.022  17.469   0.029  16.425   0.031
 1081   1058.42  1540.05    18.623   0.044  18.286   0.047  17.513   0.047  16.446   0.040
 1082    958.37   354.60    18.665   0.021  18.284   0.018  17.655   0.023  16.752   0.039
 1083   1044.69   986.04    18.670   0.030  18.286   0.023  17.644   0.031  16.714   0.037
 1084    993.87  1842.57    18.845   0.040  18.299   0.076  16.996   0.024  15.565   0.035
 1085    794.79   159.77    18.735   0.033  18.292   0.023  17.405   0.029  16.196   0.025
 1086   1811.96  1437.41    18.831   0.028  18.293   0.019  17.420   0.019  16.316   0.023
 1087   1473.33   293.16    18.653   0.031  18.294   0.016  17.396   0.025  16.264   0.030
 1088   1376.01   829.05    18.660   0.027  18.293   0.020  17.470   0.021  16.493   0.044
 1089    348.23  1789.25    18.628   0.030  18.293   0.022  17.532   0.024  16.498   0.030
 1090    883.20  1899.46    19.234   0.043  18.299   0.020  17.209   0.021  15.978   0.032
 1091    928.53   310.61    18.789   0.024  18.297   0.019  17.433   0.025  16.266   0.028
 1092    410.62   245.39    18.687   0.028  18.298   0.025  17.363   0.016  16.181   0.027
 1093    869.80  1188.68    18.873   0.025  18.294   0.062  17.653   0.044  16.747   0.044
 1094    778.07   974.89    18.698   0.028  18.296   0.018  17.602   0.023  16.727   0.036
 1095   1323.78  1155.17    18.520   0.026  18.297   0.025  17.539   0.020  16.607   0.029
 1096    833.00   528.89    18.642   0.029  18.299   0.027  17.450   0.019  16.406   0.033
 1097   1538.85  1750.82    18.762   0.035  18.302   0.020  17.360   0.022  16.216   0.032
 1098    477.19   925.67    18.681   0.069  18.296   0.063  17.722   0.117  16.744   0.111
 1099   1260.08    50.60    18.808   0.034  18.307   0.018  17.323   0.033  16.047   0.027
 1100    730.84   340.64    18.834   0.038  18.308   0.020  17.217   0.023  15.920   0.020
 1101   1078.03  1282.30    18.625   0.018  18.303   0.025  17.636   0.031  16.692   0.029
 1102   1719.16  1662.64    18.593   0.032  18.306   0.026  17.532   0.027  16.430   0.023
 1103   1846.11  1582.41    18.559   0.024  18.305   0.019  17.714   0.021  16.822   0.037
 1104    975.75  1102.72    18.622   0.023  18.308   0.021  17.607   0.022  16.774   0.030
 1105    896.68  1177.60    18.675   0.032  18.310   0.021  17.541   0.029  16.595   0.025
 1106    146.92  1561.02    18.730   0.035  18.314   0.022  17.367   0.022  16.280   0.030
 1107    697.13   390.96    18.674   0.030  18.314   0.022  17.439   0.026  16.304   0.028
 1108    321.74   116.13    18.806   0.039  18.319   0.021  17.328   0.029  16.070   0.027
 1109    408.09  1908.58    18.469   0.027  18.315   0.020  17.549   0.029  16.685   0.040
 1110    374.21  1064.87    18.668   0.026  18.318   0.030  17.697   0.021  16.803   0.036
 1111    503.79   553.41    19.287   0.043  18.330   0.021  17.082   0.021  15.692   0.019
 1112   1195.45   974.23    18.617   0.034  18.322   0.019  17.550   0.025  16.547   0.028
 1113   1272.48   317.33    18.930   0.036  18.328   0.022  17.265   0.019  15.965   0.026
 1114   1309.69  1437.80    18.727   0.029  18.326   0.023  17.490   0.026  16.463   0.032
 1115   1916.90  1688.38    18.768   0.034  18.326   0.026  17.479   0.021  16.466   0.030
 1116   1192.81  1894.60    18.655   0.030  18.328   0.026  17.579   0.027  16.646   0.036
 1117   1603.25   760.08    19.190   0.056  18.334   0.043  17.234   0.054  15.897   0.043
 1118   1340.55  1575.51    19.562   0.063  18.338   0.025  17.080   0.025  15.708   0.019
 1119   1319.82  1488.89    18.778   0.035  18.329   0.024  17.613   0.020  16.625   0.032
 1120    823.34  1093.60    18.825   0.036  18.330   0.018  17.642   0.031  16.683   0.050
 1121    269.19  1441.10    18.685   0.030  18.334   0.027  17.568   0.020  16.588   0.038
 1122    310.52  1516.99    18.716   0.024  18.333   0.018  17.652   0.028  16.749   0.031
 1123   1323.17  1800.31    18.946   0.036  18.344   0.027  17.331   0.030  16.142   0.022
 1124    981.27  1564.00    18.737   0.037  18.344   0.024  17.489   0.025  16.376   0.040
 1125   1741.70   113.57    18.826   0.031  18.345   0.027  17.538   0.035  16.417   0.036
 1126   1846.36   769.58    18.823   0.032  18.348   0.022  17.517   0.024  16.418   0.024
 1127   1771.70  1773.70    18.858   0.033  18.350   0.023  17.487   0.023  16.420   0.033
 1128   1828.01   510.65    19.771   0.054  18.360   0.023  16.939   0.018  15.341   0.020
 1129   1485.06   187.02    18.752   0.027  18.356   0.022  17.325   0.023  15.977   0.020
 1130    364.47  1240.94    18.899   0.022  18.357   0.025  17.396   0.025  16.283   0.026
 1131   1368.04  1224.46    18.987   0.035  18.357   0.016  17.456   0.028  16.292   0.032
 1132    198.74   682.81    18.983   0.036  18.359   0.024  17.324   0.024  16.070   0.031
 1133    475.71  1852.76    18.666   0.028  18.356   0.020  17.666   0.031  16.739   0.041
 1134    972.12   941.84    18.762   0.027  18.360   0.028  17.466   0.026  16.391   0.032
 1135   1938.44  1767.18    18.784   0.028  18.358   0.027  17.593   0.024  16.556   0.035
 1136    748.42   488.58    19.598   0.046  18.365   0.023  17.276   0.022  15.937   0.025
 1137   1711.84   695.86    18.639   0.050  18.358   0.056  17.707   0.056  16.823   0.052
 1138    656.41  1422.81    18.706   0.029  18.361   0.027  17.518   0.021  16.541   0.038
 1139   1715.56  1683.60    18.824   0.027  18.361   0.025  17.531   0.049  16.513   0.040
 1140   1943.43   384.82    18.891   0.040  18.366   0.024  17.267   0.020  15.945   0.023
 1141    887.35  1766.08    19.204   0.040  18.374   0.022  17.151   0.029  15.787   0.034
 1142    351.82  1849.27    19.062   0.040  18.376   0.026  17.322   0.023  16.157   0.031
 1143   1217.40  1357.51    18.691   0.032  18.373   0.024  17.643   0.031  16.665   0.028
 1144    980.22  1409.35    18.806   0.036  18.375   0.029  17.636   0.044  16.580   0.054
 1145    778.01  1206.41    18.808   0.034  18.377   0.021  17.577   0.028  16.533   0.036
 1146    953.98  1130.06    18.660   0.036  18.378   0.039  17.568   0.043  16.627   0.031
 1147   1602.44   450.80    19.709   0.066  18.384   0.021  17.207   0.018  15.839   0.024
 1148    712.87  1139.84    18.692   0.031  18.377   0.022  17.710   0.030  16.864   0.031
 1149    130.38  1739.24    18.708   0.039  18.382   0.023  17.573   0.027  16.506   0.033
 1150     19.85  1523.93    18.903   0.039  18.388   0.028  17.326   0.024  16.076   0.031
 1151    816.03  1333.78    18.748   0.028  18.387   0.024  17.527   0.022  16.426   0.025
 1152   1345.05  1535.83    18.872   0.042  18.387   0.032  17.519   0.029  16.382   0.026
 1153   1325.19  1919.17    19.731   0.057  18.396   0.025  17.043   0.020  15.568   0.021
 1154   1845.96   357.01    18.732   0.032  18.388   0.024  17.673   0.028  16.682   0.029
 1155    855.11  1289.67    18.749   0.028  18.388   0.025  17.718   0.026  16.804   0.029
 1156    635.51  1662.68    18.891   0.028  18.390   0.026  17.600   0.018  16.604   0.049
 1157   1462.72  1557.82    18.694   0.032  18.391   0.021  17.664   0.028  16.715   0.043
 1158     76.27  1431.83    18.983   0.053  18.397   0.028  17.455   0.025  16.272   0.032
 1159   1107.72  1440.58    19.761   0.077  18.403   0.046  17.228   0.032  15.860   0.031
 1160   1845.30  1900.18    19.807   0.070  18.405   0.022  17.074   0.022  15.482   0.022
 1161   1346.26   636.85    19.106   0.039  18.408   0.068  17.230   0.023  15.902   0.023
 1162     72.41  1161.38    18.961   0.036  18.411   0.031  17.340   0.024  16.067   0.030
 1163   1318.04   740.13    18.711   0.030  18.407   0.018  17.664   0.043  16.639   0.039
 1164    226.34  1235.50    18.949   0.037  18.410   0.024  17.456   0.028  16.338   0.030
 1165   1357.33   192.02    19.971   0.076  18.419   0.021  16.953   0.023  15.391   0.021
 1166    223.74  1290.92    18.731   0.034  18.416   0.021  17.555   0.035  16.572   0.040
 1167    273.30  1083.92    19.026   0.041  18.419   0.034  17.333   0.028  16.008   0.025
 1168   1399.92  1229.03    18.724   0.034  18.415   0.020  17.646   0.029  16.661   0.029
 1169    228.29  1907.81    18.830   0.034  18.416   0.029  17.771   0.049  16.734   0.047
 1170    360.12   799.03    18.757   0.036  18.419   0.024  17.726   0.038  16.794   0.036
 1171   1817.81   352.19    18.753   0.031  18.421   0.025  17.686   0.027  16.640   0.036
 1172   1887.79   724.12    19.028   0.045  18.427   0.030  17.367   0.040  16.181   0.058
 1173    449.63   945.48    18.721   0.025  18.424   0.019  17.647   0.025  16.632   0.037
 1174    484.42  1901.60    18.776   0.038  18.424   0.024  17.660   0.027  16.676   0.030
 1175    710.64  1402.57    18.773   0.032  18.424   0.019  17.639   0.026  16.736   0.034
 1176    961.30   545.89    19.201   0.034  18.431   0.026  17.346   0.027  15.988   0.026
 1177   1005.68  1307.09    18.794   0.074  18.426   0.025  17.706   0.026  16.720   0.032
 1178    661.82   213.03    18.897   0.032  18.430   0.023  17.504   0.029  16.248   0.035
 1179   1830.20  1235.53    18.536   0.034  18.426   0.034  17.772   0.024  16.851   0.033
 1180    951.94  1695.19    18.836   0.038  18.433   0.027  17.575   0.021  16.483   0.031
 1181    877.75  1409.52    18.663   0.046  18.432   0.035  17.700   0.023  16.680   0.058
 1182   1868.75   342.90    18.851   0.032  18.434   0.020  17.594   0.019  16.514   0.031
 1183   1691.22  1864.98    18.692   0.031  18.436   0.026  17.629   0.031  16.539   0.040
 1184   1331.27   199.26    18.738   0.029  18.435   0.022  17.724   0.034  16.704   0.029
 1185   1668.69   719.25    18.718   0.038  18.438   0.021  17.702   0.026  16.843   0.032
 1186    216.38  1699.05    18.718   0.034  18.442   0.027  17.653   0.020  16.589   0.034
 1187    414.11   642.49    18.905   0.033  18.443   0.029  17.806   0.032  16.933   0.040
 1188   1160.23   373.49    18.782   0.031  18.445   0.026  17.726   0.033  16.796   0.031
 1189    640.54  1606.42    18.838   0.038  18.446   0.023  17.721   0.018  16.741   0.045
 1190   1134.80   545.14    18.741   0.038  18.449   0.024  17.651   0.024  16.534   0.022
 1191   1495.07  1365.20    18.754   0.038  18.452   0.026  17.725   0.019  16.806   0.035
 1192    928.49   982.34    18.824   0.029  18.452   0.024  17.755   0.034  16.820   0.080
 1193   1554.59   634.38    18.803   0.028  18.453   0.022  17.660   0.034  16.669   0.037
 1194    847.24  1621.76    18.686   0.032  18.456   0.022  17.696   0.024  16.716   0.040
 1195   1399.29  1448.95    18.837   0.048  18.456   0.061  17.724   0.101  16.862   0.101
 1196    190.82   273.73    18.827   0.039  18.461   0.018  17.588   0.024  16.354   0.026
 1197    105.77   431.64    18.924   0.038  18.462   0.025  17.651   0.027  16.511   0.031
 1198   1312.15   949.66    18.955   0.029  18.463   0.028  17.591   0.020  16.471   0.030
 1199   1054.37   934.02    18.851   0.026  18.461   0.024  17.758   0.021  16.801   0.028
 1200   1311.18  1471.49    18.835   0.034  18.463   0.028  17.680   0.027  16.733   0.026
 1201   1368.50   758.96    18.783   0.033  18.466   0.033  17.786   0.025  16.849   0.040
 1202    963.34   861.72    18.957   0.031  18.468   0.021  17.734   0.023  16.750   0.032
 1203   1249.75  1133.80    18.712   0.031  18.468   0.025  17.781   0.025  16.832   0.026
 1204    699.72  1783.75    18.852   0.038  18.470   0.015  17.632   0.019  16.652   0.035
 1205   1265.92   279.62    18.712   0.032  18.469   0.026  17.680   0.028  16.680   0.029
 1206    587.76   826.01    18.794   0.027  18.470   0.020  17.784   0.030  16.932   0.037
 1207     99.27  1483.57    19.432   0.052  18.478   0.026  17.327   0.026  15.989   0.033
 1208    683.96  1898.94    18.814   0.029  18.475   0.024  17.661   0.030  16.625   0.049
 1209   1311.93  1973.38    18.712   0.025  18.474   0.026  17.680   0.028  16.577   0.037
 1210   1494.58  1421.02    18.838   0.035  18.476   0.024  17.729   0.028  16.805   0.032
 1211    863.02   620.45    18.799   0.025  18.480   0.026  17.729   0.028  16.703   0.027
 1212    812.21   164.51    18.846   0.037  18.486   0.027  17.586   0.033  16.429   0.028
 1213    587.35   916.28    19.764   0.064  18.494   0.022  17.164   0.023  15.586   0.019
 1214    718.51  1368.87    18.871   0.034  18.488   0.030  17.671   0.025  16.685   0.034
 1215    893.30   698.30    18.958   0.029  18.487   0.022  17.795   0.022  16.771   0.022
 1216   1199.52  1839.81    18.908   0.036  18.488   0.023  17.837   0.031  16.891   0.043
 1217   1168.57  1423.04    18.870   0.048  18.492   0.030  17.623   0.024  16.497   0.029
 1218    188.49  1109.51    18.864   0.035  18.494   0.026  17.558   0.026  16.353   0.028
 1219    966.01   908.10    18.922   0.034  18.492   0.026  17.679   0.024  16.515   0.029
 1220    441.33  1698.57    19.250   0.052  18.496   0.024  17.417   0.029  16.281   0.033
 1221    809.89   170.54    18.825   0.029  18.493   0.029  17.664   0.021  16.482   0.031
 1222    926.70   135.36    19.306   0.055  18.500   0.026  17.319   0.025  15.890   0.020
 1223    707.70  1216.66    18.804   0.031  18.493   0.028  17.734   0.031  16.811   0.035
 1224   1651.56  1095.96    19.027   0.038  18.498   0.027  17.416   0.027  16.238   0.030
 1225    128.89  1274.01    18.830   0.031  18.495   0.034  17.662   0.031  16.606   0.040
 1226   1761.75  1827.64    18.912   0.029  18.493   0.029  17.851   0.027  16.962   0.034
 1227   1782.29   483.73    19.365   0.040  18.502   0.024  17.380   0.021  16.075   0.033
 1228    300.61    37.87    19.726   0.078  18.507   0.023  17.090   0.028  15.366   0.019
 1229   1531.66  1974.72    19.560   0.096  18.509   0.076  17.498   0.054  16.322   0.041
 1230   1551.66  1821.33    18.887   0.030  18.504   0.024  17.808   0.034  16.913   0.035
 1231   1602.74  1199.74    18.789   0.044  18.508   0.023  17.598   0.027  16.533   0.032
 1232    520.67  1384.20    18.812   0.034  18.505   0.027  17.787   0.024  16.863   0.054
 1233    944.54   802.97    19.169   0.053  18.512   0.051  17.430   0.063  16.090   0.065
 1234   1976.22  1686.78    18.955   0.038  18.507   0.029  17.750   0.028  16.741   0.030
 1235    617.59  1268.21    19.014   0.152  18.509   0.138  17.895   0.144  16.828   0.159
 1236    890.85  1431.49    18.936   0.052  18.510   0.018  17.846   0.030  16.945   0.039
 1237    839.72  1263.88    18.851   0.034  18.513   0.032  17.775   0.021  16.808   0.047
 1238    594.29  1245.25    19.095   0.139  18.512   0.154  18.052   0.209  17.120   0.204
 1239    239.67   762.22    19.287   0.044  18.525   0.029  17.332   0.038  15.957   0.023
 1240   1950.19  1422.62    18.783   0.037  18.520   0.027  17.762   0.031  16.835   0.037
 1241   1955.87  1874.17    18.800   0.027  18.520   0.025  17.893   0.032  16.873   0.045
 1242    113.16   424.61    19.409   0.038  18.529   0.020  17.373   0.030  16.028   0.020
 1243   1515.05   731.75    19.160   0.046  18.526   0.032  17.624   0.024  16.510   0.041
 1244    204.19  1855.23    19.022   0.034  18.526   0.028  17.645   0.027  16.565   0.029
 1245   1523.55  1018.85    18.876   0.030  18.527   0.032  17.934   0.038  17.049   0.035
