
			NGC 7790 - Phelps & Janes 1994

star     x       y      V      B-V    U-B    dV   dBV   dUB   dP   nV nB nU
 1530   85.03  835.73 15.873  0.911  0.436  0.00  0.00  0.00 0.03  1  1  1
 1531  303.32  836.15 18.762  1.851 99.999  0.00  0.00  0.00 0.27  1  1  0
 1532   62.24  836.69 19.053  1.577 99.999  0.00  0.00  0.00 0.30  1  1  0
 1533  835.23  838.35 19.138  1.766 99.999  0.00  0.00  0.00 0.39  1  1  0
 1534  691.24  838.77 19.705  1.645 99.999  0.00  0.00  0.00 0.57  1  1  0
 1535   14.06  839.80 20.141  1.002 99.999  0.00  0.00  0.00 0.43  1  1  0
 1536  670.02  840.48 14.284  0.587  0.362  0.00  0.00  0.00 0.07  1  1  1
 1537  578.02  841.67 17.697  1.180 99.999  0.00  0.00  0.00 0.06  1  1  0
 1538  829.06  841.77 19.262  1.707 99.999  0.00  0.00  0.00 0.17  1  1  0
 1539  170.07  841.80 19.704  1.387 99.999  0.00  0.00  0.00 0.50  1  1  0
 1540  759.38  841.97 15.789  0.635  0.113  0.00  0.00  0.00 0.05  1  1  1
 1541  588.47  842.48 15.594  0.500  0.378  0.00  0.00  0.00 0.07  1  1  1
 1542  240.64  842.81 18.536  0.911 99.999  0.00  0.00  0.00 0.12  1  1  0
 1543  126.60  844.67 17.233  1.522 99.999  0.00  0.00  0.00 0.05  1  1  0
 1544  222.02  845.66 19.197  1.145 99.999  0.00  0.00  0.00 0.13  1  1  0
 1545  295.50  845.83 17.971  1.032  0.351  0.00  0.00  0.00 0.15  1  1  1
 1546  201.25  846.07 18.014  0.832 99.999  0.00  0.00  0.00 0.09  1  1  0
 1547  929.46  846.23 15.964  0.963  0.551  0.00  0.00  0.00 0.06  1  1  1
 1548  652.69  846.58 16.766  0.763  0.485  0.00  0.00  0.00 0.07  1  1  1
 1549   24.05  847.26 16.850  0.848  0.300  0.00  0.00  0.00 0.04  1  1  1
 1550  752.00  847.42 16.931  0.990  0.469  0.00  0.00  0.00 0.21  1  1  1
 1551  430.03  848.43 15.805  0.577  0.435  0.00  0.00  0.00 0.07  1  1  1
 1552  748.09  848.55 17.120  1.235 99.999  0.00  0.00  0.00 0.07  1  1  0
 1553  673.52  848.67 14.447  0.765  0.267  0.00  0.00  0.00 0.03  1  1  1
 1554  249.49  848.87 19.027  1.134 99.999  0.00  0.00  0.00 0.03  1  1  0
 1555  177.11  850.23 20.260  0.993 99.999  0.00  0.00  0.00 0.23  1  1  0
 1556  421.68  850.20 18.610  1.101 99.999  0.00  0.00  0.00 0.22  1  1  0
 1557  414.79  850.52 15.788  0.662  0.501  0.00  0.00  0.00 0.12  1  1  1
 1558  895.05  851.76 19.814  1.421 99.999  0.00  0.00  0.00 0.29  1  1  0
 1559   44.39  852.24 17.501  0.903 99.999  0.00  0.00  0.00 0.03  1  1  0
 1560  223.36  853.02 20.327  1.216 99.999  0.00  0.00  0.00 0.13  1  1  0
 1561  488.80  854.40 19.696  1.806 99.999  0.00  0.00  0.00 0.36  2  2  0
 1562  364.30  855.56 14.131  0.797  0.361  0.00  0.00  0.00 0.07  1  1  1
 1563  862.15  855.90 18.041  0.943  0.518  0.00  0.00  0.00 0.13  1  1  1
 1564  931.11  856.17 18.978  1.186 99.999  0.00  0.00  0.00 0.35  1  1  0
 1565  333.81  857.24 16.717  0.780  0.596  0.00  0.00  0.00 0.21  1  1  1
 1566  201.86  858.71 18.758  0.974 99.999  0.00  0.00  0.00 0.13  1  1  0
 1567  687.04  859.35 19.403  1.056 99.999  0.00  0.00  0.00 0.26  1  1  0
 1568  370.64  861.66 18.236  1.373 99.999  0.00  0.00  0.00 0.04  1  1  0
 1569  186.71  862.94 19.311  1.114 99.999  0.00  0.00  0.00 0.15  1  1  0
 1570  777.36  863.32 19.501  1.345 99.999  0.00  0.00  0.00 0.29  1  1  0
 1571  844.09  863.48 17.766  1.024  0.422  0.00  0.00  0.00 0.36  1  1  1
 1572  298.54  863.92 17.712  1.124  1.270  0.00  0.00  0.00 0.15  1  1  1
 1573  541.35  863.99 19.460  1.405 99.999  0.00  0.00  0.00 0.35  1  1  0
 1574  562.55  864.56 14.514  0.365 -0.027  0.00  0.00  0.00 0.04  1  1  1
 1575  582.15  866.03 19.134  1.221 -0.034  0.00  0.00  0.00 0.26  1  1  1
 1576  556.79  865.99 18.031  1.141 99.999  0.00  0.00  0.00 0.16  1  1  0
 1577   99.07  866.30 17.240  0.876  0.421  0.00  0.00  0.00 0.19  1  1  1
 1578  372.57  866.38 17.655  0.945 99.999  0.00  0.00  0.00 0.02  1  1  0
 1579  808.21  866.55 14.881  2.252  2.527  0.00  0.00  0.00 0.19  1  1  1
 1580  355.11  866.63 18.601  1.086 99.999  0.00  0.00  0.00 0.21  1  1  0
 1581  818.05  867.09 17.663  1.232  0.610  0.00  0.00  0.00 0.24  1  1  1
 1582  520.23  867.02 18.427  1.062 99.999  0.00  0.00  0.00 0.09  1  1  0
 1583  566.07  867.21 14.468  0.448  0.263  0.00  0.00  0.00 0.04  1  1  1
 1584  399.67  868.61 19.761  1.217 99.999  0.00  0.00  0.00 0.23  1  1  0
 1585  687.82  868.67 18.421  1.172 99.999  0.00  0.00  0.00 0.19  1  1  0
 1586  528.21  868.93 18.685  1.218 99.999  0.00  0.00  0.00 0.13  1  1  0
 1587  547.40  869.60 19.276  1.085 99.999  0.00  0.00  0.00 0.31  1  1  0
 1588  366.89  869.96 19.327  1.656 99.999  0.00  0.00  0.00 0.28  1  1  0
 1589  379.73  869.95 18.715  1.382 99.999  0.00  0.00  0.00 0.32  1  1  0
 1590  609.33  870.08 17.988  1.048  0.201  0.00  0.00  0.00 0.17  1  1  1
 1591  947.94  870.94 19.641  1.073 99.999  0.00  0.00  0.00 0.19  1  1  0
 1592  288.37  871.33 19.808  1.176 99.999  0.00  0.00  0.00 0.13  1  1  0
 1593  565.11  872.41 18.059  1.005 99.999  0.00  0.00  0.00 0.37  1  1  0
 1594  859.14  872.49 19.778  1.044 99.999  0.00  0.00  0.00 0.15  1  1  0
 1595  812.02  872.57 18.329  0.983 99.999  0.00  0.00  0.00 0.13  1  1  0
 1596  480.46  875.30 16.761  0.697  0.527  0.00  0.00  0.00 0.13  2  2  2
 1597   79.16  875.52 18.887  1.373 -0.369  0.00  0.00  0.00 0.26  1  1  1
 1598  809.38  875.60 16.186  0.650  0.425  0.00  0.00  0.00 0.17  1  1  1
 1599   28.90  876.24 16.534  1.764 99.999  0.00  0.00  0.00 0.27  1  1  0
 1600  802.16  876.27 19.951  0.837 99.999  0.00  0.00  0.00 0.56  1  1  0
 1601  277.68  876.13 19.591  1.756 99.999  0.00  0.00  0.00 0.22  1  1  0
 1602   12.36  878.67 19.260  1.055 99.999  0.00  0.00  0.00 0.38  1  1  0
 1603   29.66  879.23 12.845  0.372  0.159  0.00  0.00  0.00 0.08  1  1  1
 1604  337.30  879.38 19.502  1.142 99.999  0.00  0.00  0.00 0.33  1  1  0
 1605  223.34  880.01 13.316  1.472  1.702  0.00  0.00  0.00 0.07  1  1  1
 1606   77.93  881.27 18.416  0.998 99.999  0.00  0.00  0.00 0.15  1  1  0
 1607  309.66  881.96 19.603  1.637 99.999  0.00  0.00  0.00 0.34  1  1  0
 1608  395.50  881.89 19.333  0.958 99.999  0.00  0.00  0.00 0.15  1  1  0
 1609  740.22  882.41 19.080  1.291 99.999  0.00  0.00  0.00 0.30  1  1  0
 1610  118.56  882.82 19.544  1.119 99.999  0.00  0.00  0.00 0.34  1  1  0
 1611  734.71  883.40 17.979  1.099 99.999  0.00  0.00  0.00 0.12  1  1  0
 1612  302.58  884.34 17.125  1.146  0.848  0.00  0.00  0.00 0.26  1  1  1
 1613  845.84  886.36 18.394  1.203 99.999  0.00  0.00  0.00 0.15  1  1  0
 1614  120.33  886.54 19.142  1.079 99.999  0.00  0.00  0.00 0.37  1  1  0
 1615  520.47  887.18 18.741  1.437 99.999  0.00  0.00  0.00 0.22  1  1  0
 1616  699.37  887.96 19.541  1.048 99.999  0.00  0.00  0.00 0.07  1  1  0
 1617  168.20  888.73 19.591  1.556 99.999  0.00  0.00  0.00 0.54  1  1  0
 1618  736.36  888.97 20.299  1.442 99.999  0.00  0.00  0.00 0.35  1  1  0
 1619  675.74  889.19 18.914  1.807 99.999  0.00  0.00  0.00 0.29  1  1  0
 1620  279.37  889.62 18.782  1.186 99.999  0.00  0.00  0.00 0.09  1  1  0
 1621  371.83  890.76 15.660  1.838  1.829  0.00  0.00  0.00 0.19  1  1  1
 1622  379.05  890.78 19.361  1.194 99.999  0.00  0.00  0.00 0.10  1  1  0
 1623  244.13  890.78 18.241  1.050 99.999  0.00  0.00  0.00 0.04  1  1  0
 1624   16.83  891.63 18.813  1.284 99.999  0.00  0.00  0.00 0.20  1  1  0
 1625  108.57  891.99 16.910  1.125  0.779  0.00  0.00  0.00 0.14  1  1  1
 1626  589.09  893.18 17.896  0.822  0.431  0.00  0.00  0.00 0.36  1  1  1
 1627   77.74  893.90 19.609  1.154 99.999  0.00  0.00  0.00 0.25  1  1  0
 1628  640.79  894.32 19.478  1.223 99.999  0.00  0.00  0.00 0.33  1  1  0
 1629   70.18  895.31 15.909  0.938  0.554  0.00  0.00  0.00 0.03  1  1  1
 1630  956.18  895.92 19.442  1.228 99.999  0.00  0.00  0.00 0.16  1  1  0
 1631  862.27  896.79 19.139  1.065 99.999  0.00  0.00  0.00 0.21  1  1  0
 1632   45.66  899.11 17.756  1.556 99.999  0.00  0.00  0.00 0.09  1  1  0
 1633  283.26  899.60 15.299  1.933  2.174  0.00  0.00  0.00 0.21  1  1  1
 1634  188.43  900.08 19.015  1.277 99.999  0.00  0.00  0.00 0.26  1  1  0
 1635  824.11  900.32 18.893  1.147 99.999  0.00  0.00  0.00 0.34  1  1  0
 1636  738.84  900.53 16.680  0.796  0.562  0.00  0.00  0.00 0.10  1  1  1
 1637  453.95  901.42 15.270  0.514  0.284  0.00  0.00  0.00 0.06  2  2  2
 1638  722.87  902.72 15.442  0.922  0.548  0.00  0.00  0.00 0.11  1  1  1
 1639  308.21  903.64 20.556  1.091 99.999  0.00  0.00  0.00 0.45  1  1  0
 1640  264.93  903.91 17.367  0.996  0.463  0.00  0.00  0.00 0.21  1  1  1
 1641  336.35  904.09 19.206  1.008 99.999  0.00  0.00  0.00 0.07  1  1  0
 1642  399.08  904.61 18.898  0.976 99.999  0.00  0.00  0.00 0.23  1  1  0
 1643  509.75  905.87 20.118  1.156 99.999  0.01  0.03  0.00 0.26  2  1  0
 1644  462.07  905.90 17.005  1.110  0.915  0.00  0.00  0.03 0.11  2  2  2
 1645   73.64  906.56 19.561  1.251 99.999  0.00  0.00  0.00 0.42  1  1  0
 1646  260.33  907.56 20.233  1.093 99.999  0.00  0.00  0.00 0.14  1  1  0
 1647  342.46  907.69 17.874  0.737  0.744  0.00  0.00  0.00 0.45  1  1  1
 1648  904.46  909.06 16.717  1.706 99.999  0.00  0.00  0.00 0.07  1  1  0
 1649  656.63  909.77 16.080  0.624  0.498  0.00  0.00  0.00 0.08  1  1  1
 1650  433.55  909.98 19.333  1.731 99.999  0.00  0.00  0.00 0.12  1  1  0
 1651  401.19  910.38 19.126  1.222 99.999  0.00  0.00  0.00 0.51  1  1  0
 1652  926.78  911.53 18.718  1.528 99.999  0.00  0.00  0.00 0.32  1  1  0
 1653    7.07  911.47 19.227  1.204 99.999  0.00  0.00  0.00 0.16  1  1  0
 1654  393.33  911.92 19.567  1.870 99.999  0.00  0.00  0.00 0.54  1  1  0
 1655   75.55  912.66 18.814  1.387 99.999  0.00  0.00  0.00 0.20  1  1  0
 1656   89.89  912.99 18.248  1.241 99.999  0.00  0.00  0.00 0.14  1  1  0
 1657  554.48  913.84 19.941  0.214 99.999  0.00  0.00  0.00 0.49  1  1  0
 1658  103.90  914.05 18.628  1.165 99.999  0.00  0.00  0.00 0.10  1  1  0
 1659  777.50  914.62 18.464  1.205  0.174  0.00  0.00  0.00 0.39  1  1  1
 1660  219.73  915.69 15.870  1.188  0.883  0.00  0.00  0.00 0.12  1  1  1
 1661  556.83  916.09 16.731  1.161  0.824  0.00  0.00  0.00 0.11  1  1  1
 1662  792.33  916.63 18.793  1.539 99.999  0.00  0.00  0.00 0.17  1  1  0
 1663  907.74  916.96 19.629  2.169 99.999  0.00  0.00  0.00 0.70  1  1  0
 1664  673.84  919.35 17.497  0.996 99.999  0.00  0.00  0.00 0.05  1  1  0
 1665  813.26  919.57 19.458  0.869 99.999  0.00  0.00  0.00 0.15  1  1  0
 1666   34.17  919.68 18.852  1.089 99.999  0.00  0.00  0.00 0.11  1  1  0
 1667  355.06  920.15 19.918  1.346 99.999  0.00  0.00  0.00 0.37  1  1  0
 1668  371.01  920.63 20.013  1.064 99.999  0.00  0.00  0.00 0.40  1  1  0
 1669  498.56  922.19 16.474  1.067  0.536  0.00  0.00  0.00 0.08  2  2  2
 1670  319.82  922.52 17.757  1.616 99.999  0.00  0.00  0.00 0.08  1  1  0
 1671  554.64  922.90 19.026  0.830 99.999  0.00  0.00  0.00 0.21  1  1  0
 1672  610.02  923.15 19.886  0.889 99.999  0.00  0.00  0.00 0.10  1  1  0
 1673  874.51  923.99 20.002  1.623 99.999  0.00  0.00  0.00 0.15  1  1  0
 1674  453.08  924.07 19.394  1.392 99.999  0.04  0.06  0.00 0.26  2  2  0
 1675  171.38  924.44 16.302  0.613  0.490  0.00  0.00  0.00 0.08  1  1  1
 1676  902.83  924.62 19.319  1.311 99.999  0.00  0.00  0.00 0.31  1  1  0
 1677  361.64  925.06 17.561  1.179  0.869  0.00  0.00  0.00 0.22  1  1  1
 1678  958.46  926.59 17.364  1.596 99.999  0.00  0.00  0.00 0.09  1  1  0
 1679  860.44  926.87 18.480  1.129 99.999  0.00  0.00  0.00 0.08  1  1  0
 1680   70.75  927.22 15.553  3.019 99.999  0.00  0.00  0.00 0.33  1  1  0
 1681   99.06  928.15 18.675  1.752 99.999  0.00  0.00  0.00 0.38  1  1  0
 1682  705.24  929.09 18.155  1.036  0.249  0.00  0.00  0.00 0.10  1  1  1
 1683  668.97  929.15 14.415  0.682  0.210  0.00  0.00  0.00 0.07  1  1  1
 1684   96.94  929.32 15.548  1.459  1.418  0.00  0.00  0.00 0.04  1  1  1
 1685  632.29  929.49 19.133  1.110 99.999  0.00  0.00  0.00 0.19  1  1  0
 1686   31.27  930.57 19.725  0.885 99.999  0.00  0.00  0.00 0.21  1  1  0
 1687   71.19  930.50 11.736  1.359  1.505  0.00  0.00  0.00 0.05  1  1  1
 1688   52.11  931.26 19.405  0.993 99.999  0.00  0.00  0.00 0.12  1  1  0
 1689  152.36  931.40 15.318  0.465  0.423  0.00  0.00  0.00 0.03  1  1  1
 1690   26.29  935.04 18.895  1.756 99.999  0.00  0.00  0.00 0.16  1  1  0
 1691  209.23  935.15 16.205  0.816  0.435  0.00  0.00  0.00 0.04  1  1  1
 1692  481.49  935.42 19.151  1.240 99.999  0.00  0.00  0.00 0.02  2  2  0
 1693   32.98  935.66 19.157  1.131 -0.479  0.00  0.00  0.00 0.11  1  1  1
 1694  913.60  936.53 17.922  1.141 99.999  0.00  0.00  0.00 0.10  1  1  0
 1695  646.33  936.73 19.125  1.020 99.999  0.00  0.00  0.00 0.03  1  1  0
 1696  929.68  937.02 16.526  1.756 99.999  0.00  0.00  0.00 0.03  1  1  0
 1697  412.16  937.95 17.343  1.080  0.475  0.00  0.00  0.00 0.17  1  1  1
 1698  399.59  938.51 19.355  1.462 99.999  0.00  0.00  0.00 0.59  1  1  0
 1699  609.51  939.04 19.168  1.471 99.999  0.00  0.00  0.00 0.71  1  1  0
 1700  254.17  939.34 19.721  1.488 99.999  0.00  0.00  0.00 0.15  1  1  0
 1701  939.31  940.52 18.039  0.676  0.426  0.00  0.00  0.00 0.29  1  1  1
 1702  919.39  940.96 17.943  1.816 99.999  0.00  0.00  0.00 0.20  1  1  0
 1703  941.64  941.32 18.016  1.368 99.999  0.00  0.00  0.00 0.22  1  1  0
 1704   80.07  942.61 18.695  1.245 99.999  0.00  0.00  0.00 0.06  1  1  0
 1705  652.83  942.74 19.076  1.150 99.999  0.00  0.00  0.00 0.17  1  1  0
 1706  927.23  943.96 15.494  0.749  0.350  0.00  0.00  0.00 0.07  1  1  1
 1707  915.84  945.16 19.084  1.532 99.999  0.00  0.00  0.00 0.05  1  1  0
 1708  782.81  946.07 18.147  1.104 99.999  0.00  0.00  0.00 0.14  1  1  0
 1709  234.07  946.49 18.056  1.073  0.300  0.00  0.00  0.00 0.15  1  1  1
 1710  642.07  947.03 19.626  1.147 99.999  0.00  0.00  0.00 0.38  1  1  0
 1711  218.10  948.69 16.454  1.846 99.999  0.00  0.00  0.00 0.06  1  1  0
 1712  545.54  949.07 18.526  1.147 99.999  0.00  0.00  0.00 0.13  1  1  0
 1713  152.16  950.26 17.043  1.366  0.942  0.00  0.00  0.00 0.25  1  1  1
 1714  204.06  951.49 19.230  1.152 99.999  0.00  0.00  0.00 0.26  1  1  0
 1715  274.80  951.93 20.252  0.610 99.999  0.00  0.00  0.00 0.20  1  1  0
 1716   76.32  952.02 17.319  1.076  0.940  0.00  0.00  0.00 0.08  1  1  1
 1717  462.38  952.88 20.486  0.860 99.999  0.01  0.01  0.00 0.17  2  2  0
 1718  192.63  952.91 18.741  0.705 99.999  0.00  0.00  0.00 0.08  1  1  0
 1719  749.01  953.35 20.489  1.126 99.999  0.00  0.00  0.00 0.45  1  1  0
 1720  917.88  953.47 16.107  1.324  1.138  0.00  0.00  0.00 0.10  1  1  1
 1721  113.16  955.01 17.193  1.517  1.071  0.00  0.00  0.00 0.13  1  1  1
 1722  698.03  956.01 19.022  1.807 99.999  0.00  0.00  0.00 0.21  1  1  0
 1723  334.33  957.59 19.379  0.936 99.999  0.00  0.00  0.00 0.13  1  1  0

